LTKBID,PubChem_CID,LabelCompoundName,ApprovalYear,DILIConcern,SeverityClass,LabelSection,AdjudicatedDILI,vDILIConcern,Greene_Annotation,Sakatis_Annotation,Xu_Annotation,Zhu_Annotation,SMILES,URL (accessed on 1/21/2016),"VER_DISP (1=LTKB-BD, 2=others)"
LT00990,5095.0,ropinirole,1997.0,Less-DILI-Concern,4,Adverse reactions,Yes,vLess-DILI-Concern,,,,,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ec0612a1-ccb1-bb51-8881-04faf491e093,2
LT01016,77991.0,rivastigmine,2000.0,Less-DILI-Concern,3,Adverse reactions,Yes,vLess-DILI-Concern,,,,,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f1e28b44-3897-4788-9659-f5d6bce4d91e,2
LT01017,60854.0,ziprasidone,2001.0,Less-DILI-Concern,3,Adverse reactions,Yes,vLess-DILI-Concern,,,,,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=315e24c2-2f8c-47d9-b1b1-ce006646098a,2
LT01035,1978.0,acebutolol,1984.0,Less-DILI-Concern,3,Adverse reactions,Yes,vLess-DILI-Concern,,,,,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=201b752c-64b4-4687-acc1-3a92bfda864e,2
LT01059,441341.0,levetiracetam,1999.0,Less-DILI-Concern,8,Adverse reactions,Yes,vLess-DILI-Concern,,,,,CC[C@H](C(=O)N)N1CCCC1=O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5ac8a774-e9e9-497e-9b2a-5166a3b41888,2
LT01070,2099.0,alosetron,2000.0,Less-DILI-Concern,4,Adverse reactions,Yes,vLess-DILI-Concern,,,,,CC1=C(N=CN1)CN2CCC3=C(C2=O)C4=CC=CC=C4N3C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=526ba44c-a476-4675-a63c-4d0a72b723f5,2
LT01072,5819.0,levothyroxine,2000.0,Less-DILI-Concern,3,Adverse reactions,Yes,vLess-DILI-Concern,,,,,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)C[C@@H](C(=O)O)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6182a0e9-ea40-41fc-be24-822b165af1bb,2
LT01077,441401.0,linezolid,2000.0,Less-DILI-Concern,3,Adverse reactions,Yes,vLess-DILI-Concern,,,,,CC(=O)NC[C@H]1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6e70e63b-bfd5-478d-a8ee-8ba22c9efabd,2
LT01125,636380.0,fondaparinux sodium,2001.0,Less-DILI-Concern,3,Adverse reactions,Yes,vLess-DILI-Concern,,,,,CO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COS(=O)(=O)[O-])O[C@H]2[C@@H]([C@H]([C@@H]([C@@H](O2)C(=O)[O-])O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)COS(=O)(=O)[O-])O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)[O-])O[C@@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COS(=O)(=O)[O-])O)O)NS(=O)(=O)[O-])O)O)OS(=O)(=O)[O-])NS(=O)(=O)[O-])O)OS(=O)(=O)[O-])O)NS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ec235119-cb58-4939-942c-11d3923d289f,2
LT01182,5281006.0,cefprozil,1991.0,Less-DILI-Concern,4,Adverse reactions,Yes,vLess-DILI-Concern,,,,,C/C=C/C1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)SC1)C(=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8e3943b5-8c30-4c81-bcfa-aeaaa1d75fb4,2
LT01208,2720.0,chlorothiazide,1958.0,Less-DILI-Concern,2,Adverse reactions,Yes,vLess-DILI-Concern,,,,,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bd936e35-1af8-42da-bcc0-f22489d68574,2
LT01233,3011155.0,nelarabine,2005.0,Less-DILI-Concern,4,Adverse reactions,Yes,vLess-DILI-Concern,,,,,COC1=NC(=NC2=C1N=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=893c95d7-d9b6-4064-db97-91dd21ce7e40,2
LT01242,5310966.0,varenicline,2006.0,Less-DILI-Concern,2,Adverse reactions,Yes,vLess-DILI-Concern,,,,,C1[C@@H]2CNC[C@H]1C3=CC4=NC=CN=C4C=C23,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f0ff4f27-5185-4881-a749-c6b7a0ca5696,2
LT01248,3062316.0,dasatinib,2006.0,Less-DILI-Concern,4,Adverse reactions,Yes,vLess-DILI-Concern,,,,,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4764f37b-c9e6-4ede-bcc2-8a03b7c521df,2
LT01266,9578005.0,dexlansoprazole,2009.0,Less-DILI-Concern,4,Adverse reactions,Yes,vLess-DILI-Concern,,,,,CC1=C(C=CN=C1C[S@@](=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9819f033-3bbe-442e-8e92-45fec77b237d,2
LT00451,5452.0,thioridazine,1962.0,Less-DILI-Concern,5,Adverse reactions,Yes,vLess-DILI-Concern,,,,,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b8d8c29a-414d-4622-bffd-b742725b20f0,2
LT01466,60838.0,irinotecan,1996.0,Less-DILI-Concern,3,Adverse reactions,Yes,vLess-DILI-Concern,,,,,CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)[C@@]5(CC)O)OC(=O)N6CCC(CC6)N7CCCCC7,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e98886aa-933c-430f-bb56-f1eb3862aae4,2
LT01532,4100.0,methazolamide,1959.0,Less-DILI-Concern,7,Adverse reactions,Yes,vLess-DILI-Concern,,,,,CC(=O)N=C1N(N=C(S1)S(=O)(=O)N)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b27d92ef-8386-4113-9836-d7c13b6efa2c,2
LT01619,4595.0,ondansetron,1991.0,Less-DILI-Concern,7,Adverse reactions,Yes,vLess-DILI-Concern,,,,,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=91eddc2b-50d6-4f5b-8916-62525fbdc375,2
LT01288,5281078.0,mycophenolate mofetil,1995.0,Less-DILI-Concern,3,Adverse reactions,Yes,vLess-DILI-Concern,,,,,CC1=C(C(=C(C2=C1COC2=O)O)C/C=C(\C)/CCC(=O)OCCN3CCOCC3)OC,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b414303f-e6f3-4e22-a537-96be352b59a4,2
LT01314,667477.0,doxepin,1969.0,Less-DILI-Concern,4,Adverse reactions,Yes,vLess-DILI-Concern,,,,,CN(C)CC/C=C/1\C2=CC=CC=C2COC3=CC=CC=C31,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f350afed-120b-422d-9e6e-3aaa0f72a5fb,2
LT02432,,canakinumab,2009.0,Less-DILI-Concern,3,Adverse reactions,Yes,vLess-DILI-Concern,,,,,,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7d271f3b-e4f9-4d80-8dcf-28d49123f80e,2
LT01731,5070.0,riluzole,1995.0,Most-DILI-Concern,8,Warnings and precautions,Yes,vMost-DILI-Concern,HH,,Positive,,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e49d207d-8e32-4183-94ba-cd264f124090,2
LT00380,6435893.0,cyclosporine,1983.0,Most-DILI-Concern,7,Warnings and precautions,Yes,vMost-DILI-Concern,HH,Hepatotoxic,Positive,,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=29891f95-9079-4880-7abc-194e49767dd5,1
LT00099,3342.0,fenoprofen,1976.0,Most-DILI-Concern,8,Warnings and precautions,Yes(literature),vMost-DILI-Concern,HH,,Positive,,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=dfc2ab1e-0d75-4eff-9489-2afb51b02702,1
LT00498,1986.0,acetazolamide,1953.0,Most-DILI-Concern,8,Warnings and precautions,Yes,vMost-DILI-Concern,HH,,Positive,,CC(=O)NC1=NN=C(S1)S(=O)(=O)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a0dc2da1-f42f-483a-83de-56ad81b728df,2
LT01615,4543.0,nortriptyline,1964.0,Most-DILI-Concern,8,Warnings and precautions,Yes,vMost-DILI-Concern,HH,,Positive,,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b58d473a-b19f-4d2a-b1ae-dd398d7a29e1,1
LT01064,82146.0,bexarotene,1999.0,Most-DILI-Concern,8,Warnings and precautions,Yes(literature),vMost-DILI-Concern,,,,,CC1=CC2=C(C=C1C(=C)C3=CC=C(C=C3)C(=O)O)C(CCC2(C)C)(C)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1fe10df7-f710-419d-9035-3b4936ada303,2
LT01241,216239.0,sorafenib,2005.0,Most-DILI-Concern,8,Warnings and precautions,Yes,vMost-DILI-Concern,,,,,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b50667e4-5ebc-4968-a646-d605058dbef0,2
LT01367,,peginterferon alfa-2b,2001.0,Most-DILI-Concern,4,Warnings and precautions,Yes,vMost-DILI-Concern,,,,,,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0a8f3137-0e3a-4a60-a872-cb7d761b30e1,2
LT01637,4680.0,papaverine,,Most-DILI-Concern,5,Warnings and precautions,Yes(literature),vMost-DILI-Concern,,,,,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9e5e2ce4-7a57-4c61-a826-64c8d11d038e,2
LT00314,4495.0,nimesulide,,Most-DILI-Concern,8,Withdrawn,Yes,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,,1
LT00168,5591.0,troglitazone,1997.0,Most-DILI-Concern,8,Withdrawn,Yes,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CC1=C(C(=C2CCC(OC2=C1C)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C)O,,1
LT00045,34869.0,amineptine,,Most-DILI-Concern,8,Withdrawn,Yes,vMost-DILI-Concern,HH,,Positive,Postive,C1CC2=CC=CC=C2C(C3=CC=CC=C31)[NH2+]CCCCCCC(=O)O.[Cl-],,1
LT00645,62959.0,trovafloxacin,1997.0,Most-DILI-Concern,8,Withdrawn,Yes,vMost-DILI-Concern,HH,,Positive,Postive,C1[C@@H]2[C@@H](C2N)CN1C3=C(C=C4C(=O)C(=CN(C4=N3)C5=C(C=C(C=C5)F)F)C(=O)O)F,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=da9b26bb-d2d7-4113-a0f9-c6c2280f4875,1
LT01318,65679.0,droxicam,,Most-DILI-Concern,8,Withdrawn,Yes,vMost-DILI-Concern,,,,,CN1C2=C(C3=CC=CC=C3S1(=O)=O)OC(=O)N(C2=O)C4=CC=CC=N4,,1
LT01858,114965.0,tetrabamate,,Most-DILI-Concern,8,Withdrawn,Yes,vMost-DILI-Concern,,,,,CCCCOCC(CN1C(=O)C(C(=O)NC1=O)(CC)C2=CC=CC=C2)OC(=O)N.CCCCOCC(CN1C(=O)C(C(=O)N(C1=O)CC(COCCCC)OC(=O)N)(CC)C2=CC=CC=C2)OC(=O)N.CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,,1
LT01849,65869.0,ebrotidine,,Most-DILI-Concern,8,Withdrawn,Yes,vMost-DILI-Concern,,,,,C1=CC(=CC=C1S(=O)(=O)NC=NCCSCC2=CSC(=N2)N=C(N)N)Br,,1
LT00653,193962.0,etravirine,2008.0,Most-DILI-Concern,8,Warnings and precautions,Yes,vMost-DILI-Concern,,,,,CC1=CC(=CC(=C1OC2=NC(=NC(=C2Br)N)NC3=CC=C(C=C3)C#N)C)C#N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6a9cbc29-9f15-4b24-8d86-206b82887f3d,2
LT01187,3081921.0,micafungin,2005.0,Most-DILI-Concern,7,Warnings and precautions,Yes,vMost-DILI-Concern,,,,,CCCCCOC1=CC=C(C=C1)C2=CC(=NO2)C3=CC=C(C=C3)C(=O)NC4CC(C(NC(=O)C5C(C(CN5C(=O)C(NC(=O)C(NC(=O)C6CC(CN6C(=O)C(NC4=O)C(C)O)O)C(C(C7=CC(=C(C=C7)O)OS(=O)(=O)O)O)O)C(CC(=O)N)O)C)O)O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a064c4a7-25ec-4a2c-afc2-703491a4a38b,2
LT00092,12560.0,erythromycin,1964.0,Most-DILI-Concern,5,Warnings and precautions,Yes,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fda44eb6-7901-4b80-ba0b-216f6cacf3fd,1
LT01869,5717.0,zafirlukast,1996.0,Most-DILI-Concern,8,Warnings and precautions,Yes,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5550433b-8c9c-4378-058f-6bb724c4f18c,1
LT00649,60490.0,zileuton,1996.0,Most-DILI-Concern,5,Warnings and precautions,Yes,vMost-DILI-Concern,HH,Hepatotoxic,Positive,,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aee65202-fddb-497f-9f11-17cc727cb157,1
LT00067,2733.0,chlorzoxazone,1958.0,Most-DILI-Concern,8,Warnings and precautions,Yes,vMost-DILI-Concern,HH,,Positive,Postive,C1=CC2=C(C=C1Cl)NC(=O)O2,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=262297fa-891c-4696-923b-b961b57a06fd,1
LT01139,54841.0,atomoxetine,2002.0,Most-DILI-Concern,8,Warnings and precautions,Yes,vMost-DILI-Concern,HH,,Positive,Postive,CC1=CC=CC=C1O[C@H](CCNC)C2=CC=CC=C2,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=309de576-c318-404a-bc15-660c2b1876fb,2
LT01737,392622.0,ritonavir,1996.0,Most-DILI-Concern,8,Warnings and precautions,Yes,vMost-DILI-Concern,HH,,Positive,,CC(C)C1=NC(=CS1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC2=CC=CC=C2)C[C@@H]([C@H](CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2849298e-de6e-47bb-8194-56e075b33fc3,1
LT01292,39186.0,diltiazem,1982.0,Most-DILI-Concern,4,Warnings and precautions,Yes,vMost-DILI-Concern,,non-hepatotixic,Negative,Postive,CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a662fc04-c296-4c24-8e36-ce7f9bcbd2ed,2
LT00187,84029.0,clarithromycin,1991.0,Most-DILI-Concern,8,Warnings and precautions,Yes,vMost-DILI-Concern,HH,non-hepatotixic,Positive,Postive,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4b9d7052-a54f-3ee1-ab0e-633b087f4802,2
LT00034,5381226.0,rifampin,1971.0,Most-DILI-Concern,8,Warnings and precautions,Yes,vMost-DILI-Concern,WE,Hepatotoxic,Negative,Postive,C[C@H]1/C=C/C=C(\C(=O)NC\2=C(C3=C(C(=C4C(=C3C(=O)/C2=C/NN5CCN(CC5)C)C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=363d2275-fca2-4c6d-940c-137e89d9d78c,1
LT01488,149096.0,levofloxacin,1996.0,Most-DILI-Concern,8,Warnings and precautions,Yes,vMost-DILI-Concern,,non-hepatotixic,,Postive,C[C@H]1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a1684987-d9c6-498b-a2a1-fc5cecc1a52c,2
LT00223,6013.0,testosterone,1953.0,Most-DILI-Concern,8,Warnings and precautions,Yes,vMost-DILI-Concern,,non-hepatotixic,,Postive,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9af8ef50-f650-44ca-a272-135bfce9daca,2
LT00003,667490.0,mercaptopurine,1953.0,Most-DILI-Concern,8,Warnings and precautions,Yes,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,C1=NC2=C(N1)C(=S)N=CN2,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c3b5b8b0-bc5c-4ce9-bbdc-febba60c2658,1
LT00004,1983.0,acetaminophen,1968.0,Most-DILI-Concern,5,Warnings and precautions,Yes,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CC(=O)NC1=CC=C(C=C1)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=42e4219a-a4ef-f090-f6a4-2fd2e213d397,2
LT00032,1775.0,phenytoin,1953.0,Most-DILI-Concern,8,Warnings and precautions,Yes,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0c9321ae-cc4d-45f0-87d3-e2a5b4f60fde,1
LT00043,2094.0,allopurinol,1966.0,Most-DILI-Concern,8,Warnings and precautions,Yes,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,C1=C2C(=NC=NC2=O)NN1,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=73cd79c1-6bab-4d7b-ae8b-0176efbaf5b9,1
LT00060,2554.0,carbamazepine,1968.0,Most-DILI-Concern,7,Warnings and precautions,Yes,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7f9ed987-5e34-4536-a22f-4898c9797e61,1
LT00112,3869.0,labetalol,1984.0,Most-DILI-Concern,8,Warnings and precautions,Yes,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e10796ac-7a39-4985-b5d7-732d939b140f,1
LT00416,5281021.0,minocycline,1971.0,Most-DILI-Concern,8,Warnings and precautions,Yes,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=O)/C(=C(/N)\O)/C1=O)O)O)O)N(C)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e7b88a48-12b3-461d-b356-0d7ae4e8fd44,1
LT00125,5353830.0,nitrofurantoin,1953.0,Most-DILI-Concern,8,Warnings and precautions,Yes,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,C1C(=O)NC(=O)N1/N=C\C2=CC=C(O2)[N+](=O)[O-],http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6bdf87ae-daf1-4912-9d45-e06fa9eaaf1a,1
LT00152,2733526.0,tamoxifen,1977.0,Most-DILI-Concern,8,Warnings and precautions,Yes,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8e4710a7-8757-49be-8bec-a1dc39e6c695,1
LT00179,3365.0,fluconazole,1990.0,Most-DILI-Concern,8,Warnings and precautions,Yes,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aa7572ca-0ea0-4259-bc79-acb88c9f492d,1
LT00312,938.0,niacin,1957.0,Most-DILI-Concern,7,Warnings and precautions,Yes,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,C1=CC(=CN=C1)C(=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=414b3d30-cc7f-4f91-b21e-5090b7f5b529,1
LT00147,5353980.0,sulfasalazine,1950.0,Most-DILI-Concern,5,Warnings and precautions,Yes,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N/N=C/3\C=CC(=O)C(=C3)C(=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=599be7ea-4036-4e43-a411-1c42369b1b8c,2
LT00022,3715.0,indomethacin,1965.0,Most-DILI-Concern,8,Warnings and precautions,Yes,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2f62bae-5fc0-4f8d-a8b4-446524bd53d1,1
LT00084,3033.0,diclofenac,1988.0,Most-DILI-Concern,8,Warnings and precautions,Yes,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8e6e1aea-d1c9-f6bf-2a8c-0504437be95c,1
LT00178,2764.0,ciprofloxacin,1987.0,Most-DILI-Concern,7,Warnings and precautions,Yes,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6d8d72fe-e89c-4e08-9ca1-ec64c4890205,1
LT01285,50599.0,didanosine,1991.0,Most-DILI-Concern,8,Warnings and precautions,Yes,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,C1C[C@@H](O[C@@H]1CO)N2C=NC3=C2NC=NC3=O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d4401ca0-98ae-af38-84c7-2f615d0706b9,1
LT00121,38853.0,methyldopa,1962.0,Most-DILI-Concern,8,Warnings and precautions,Yes,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=227291e5-9baa-476a-93b8-b2142e61a4fe,1
LT00280,2478.0,busulfan,1954.0,Most-DILI-Concern,8,Warnings and precautions,Yes,vMost-DILI-Concern,HH,Hepatotoxic,Positive,,CS(=O)(=O)OCCCCOS(=O)(=O)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bf456fc7-3a79-47f7-8acc-600b5e2f0dc2,1
LT00505,4649.0,4-aminosalicylic acid,1994.0,Most-DILI-Concern,5,Warnings and precautions,Yes,vMost-DILI-Concern,HH,Hepatotoxic,Positive,,C1=CC(=C(C=C1N)O)C(=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6f2753dc-5f0c-4f49-9335-e519afb69ba6,1
LT00079,2019.0,dactinomycin,1964.0,Most-DILI-Concern,8,Warnings and precautions,Yes,vMost-DILI-Concern,HH,Hepatotoxic,Positive,,CC1C(C(=O)NC(C(=O)N2CCCC2C(=O)N(CC(=O)N(C(C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)NC6C(OC(=O)C(N(C(=O)CN(C(=O)C7CCCN7C(=O)C(NC6=O)C(C)C)C)C)C(C)C)C)N)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f28e899c-6acb-4bd2-82ad-170720c62270,2
LT00287,2818.0,clozapine,1989.0,Most-DILI-Concern,5,Warnings and precautions,Yes,vMost-DILI-Concern,HH,Hepatotoxic,Positive,,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8672ee49-ee2e-4239-98ce-7e23e1ab7b10,1
